"HSCODE	DESC",,,,,,,,,
"2101111000	INSTANT COFFEE ROBERT TIMMS COFFEE NESCAFE MOCHA CAPPUCCINO",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE THE MENTALIST DARK ROAST GROUND - 12OZ INSTA MIX",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE HAYES VALLEY ESPRESSO COFFEE BELLA DONOVAN",,,,,,,,,
"2101111000	INSTANT COFFEE WACKERS KAFFEEBEEN 500G MEISTER MISCHUNG WACKERS KAFFEEBEEN 500G MEISTER MISCHUNG",,,,,,,,,
"2101111000	INSTANT COFFEE DOLCEGUSTO NESQUIK 16CAPSULE DOLCEGUSTO GRANDE MILD 16CAPSULE",,,,,,,,,
"2101111000	INSTANT COFFEE SNACK 100COUNT DECAF FAIRTRADE ESPRESSO ROAST ESPR SNACK 50COUNT BLONDE ESPRESSOROAST ESPRESSO CAPSULES STARBUCKS",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE KONA COFFEE ROYAL KONA PRIVATE RESERVE MEDIUM ROAST 100 KONA",,,,,,,,,
"2101111000	INSTANT COFFEE (MADE IN ITALY)(COFFEE) CAFFE VERGNANO 1882 GUIDO (MADE IN ITALY)(COFFEE) CAFFEVERGNANO 1882 GUIDO RISTORANTE 250G",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEETEANESPRESSO COFFEE CAPSULE DULSAO DO BRASIL DETERGENTCAFFENU NESPRESSO CLEANING CAPSULE",,,,,,,,,
"2101111000	COFFEE COFFEE TEA ESPRESSO FORZA ESPRESSO OR ROSE",,,,,,,,,
"2101111000	INSTANT COFFEE SNACK INDRIYA FROM INDIA NESPRESSO SNACK BUKEELA KA ETHIOPIA NESPRESSO",,,,,,,,,
"2101111000	INSTANT COFFEE NESPRESSO LIMITED EDITION ROBUSTA UGANDA 100KAPSUL NESPRESSO LIMITED EDITION ROBUSTA UGANDA 100KAPSULE",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA ASSORTIMENT DOUX SUPPLY COFFEE TEA RISTRETTO DECAFFEINATO 09",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE ETC GOODS DHARKAN NESPRESSO ETC GOODS VOLLUTO NESPRESSO",,,,,,,,,
"2101111000	INSTANT COFFEE FLIGHT COFFEE -BOMBER 200G FLIGHT COFFEE -BOMBER 200G",,,,,,,,,
"2101111000	COFFEE ESPRESSO DECAFFEINATO ESPRESSO FORTISSIMO10",,,,,,,,,
"2101111000	INSTANT COFFEE DARK ROAST (32 OUNCE WHOLE BEAN COFFEE) DARK ROAST (32 OUNCE WHOLE BEAN COFFEE)",,,,,,,,,
"2101111000	OTHER STARBUCKS DARK ROAST UNSWEETENED COFFEE 48 FL.OZ BLUE BOTTLE COFFEE COLD BREW 8 OZ",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE VIEW VERSILO ()SELECTION GOURMET - 250 CAPSULES VIEW VERSILO",,,,,,,,,
"2101111000	INSTANT COFFEE L OR L OR ESPRESSO SUPREMO INTENSITY 10 - NESPRESS L OR L OR ESPRESSO SUPREMO INTENSITY 10 - NESPRESSO COMPATIBLE COFFEE...",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE ETC GOODS DHARKAN NESPRESSO ETC GOODS JACOBS KAPSELN ESPRESSO CLASSICO JACOBS",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE DALLMAYR KAFFEE CAPSA ESPRESSO DECAFFEINATO COFFEE DALLMAYR KAFFEE CAPSA ESPRESSO DECAFFEINATO KAFFEEKAPSELN 5ER PACK (5 X 56 G)",,,,,,,,,
"2101111000	()SCHUUMLI ESPRESSO GANZE KAFFEEBOHNEN 1KG ()SCHUUMLI ESPRESSO GANZE KAFFEEBOHNEN 1KG ()CAFFE VERGNANO 1882 GRAN AROMA GANZE BOHNEN 1ER PACK (1 X1 KG)",,,,,,,,,
"2101111000	INSTANT COFFEE SNACK HOUSE BLEND NESPRESSO 5BOX 50 STARBUCKS SNACK COLOMBIA ESPRESSO CAPSULES NESPRESSO COMPATIBLE PACK OF 5 TOTAL 50 CAPSULES STARB",,,,,,,,,
"2101111000	BOWLS AND DISHES EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE STARBUCKS PORCELAIN MUG 4PC SET",,,,,,,,,
"2101111000	INSTANT COFFEE GROCERY LA COLOMBE DRAFT LATTE PURE BLACK COFFEE 2 GROCERY LA COLOMBE DRAFT LATTE PURE BLACK COFFEE 266ML 4CANSET",,,,,,,,,
"2101111000	INSTANT COFFEE LAVAZZA CAPSULES DECISO 10 X2 LAVAZZA CAPSULES ARMONICO 8 X2",,,,,,,,,
"2101111000	INSTANT COFFEE TEA COFFEE CAFE EN CAPSULES COMPATIBLES FORTE TEA COFFEE CAFE EN CAPSULES COMPATIBLES FORTE",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA ONYX 12 COFFEE TEA ROS 07",,,,,,,,,
"2101111000	INSTANT COFFEE LOR ESPRESSO SUPREMO ALUMINIUM COFFEE CAPSULES INT LOR ESPRESSO RISTRETTO ALUMINIUM COFFEE CAPSULES INTENSITY 11 PACK OF 10 100 CAPSULES IN T",,,,,,,,,
"2101111000	INSTANT COFFEE ULSO DO BRASIL TEA COFFEE ULSO DO BRASIL TEA COFFEE",,,,,,,,,
"2101111000	OTHER PERU TIMBUYACU GUATEMALA EL INJETO BOURBON",,,,,,,,,
"2101111000	INSTANT COFFEE ESPRESSO7 LUNGO6",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE MEDIUM ROAST LUWAK STAR GOURMET COFFEEARABICA SUMATRA GAYO LUWAK COFFEE FROM INDONESIA (OR KOPI LUWAK)",,,,,,,,,
"2101111000	INSTANT COFFEE STARBUCKS COFFEE CAPSULE KENYA 10PCS NESPRESSO COFFEE CAPSULE VOLLUTO DECAFFEINATO",,,,,,,,,
"2101111000	INSTANT COFFEE CAPSULE COFFEE STARBUCKS COLOMBIA ESPRESSO CAPS CAPSULE COFFEE STARBUCKS FAIRTRADE ESPRESSO ROAST SIZE 12",,,,,,,,,
"2101111000	INSTANT COFFEE ILLYCOFFEE STARBUCKSINSTANTREFRESHERSVERYBERRYHIBISCUS",,,,,,,,,
"2101111000	INSTANT COFFEE INSTANT COFFEE KYABEJIN KOWA 300 TABLET",,,,,,,,,
"2101111000	INSTANT COFFEE INSTANT COFFEE FOOD STICK COFFEE 10PIECES BLEND",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE 2 OF STARBUCKS GUATEMALA ESPRESSO CAPSULES COFFEE STARBUCKS COMPATIBLE ESPRESSO KENYA CAPSULES PACK OF 12 TOTAL 120 SIZE TOTAL",,,,,,,,,
"2101111000	INSTANT COFFEE ETC GOODS BLONDE ESPRESSO ROAST ESPRESSO CAPSULES ETC GOODS KENYA ESPRESSO CAPSULES STARBUCKS",,,,,,,,,
"2101111000	INSTANT COFFEE GINGERBREAD LATTE GINGERBREAD LATTE",,,,,,,,,
"2101111000	INSTANT COFFEE NESCAFE DOLCE GUSTO ESPRESSO RISTRETTO NESCAFE DOLCE GUSTO CAFFE LUNGO",,,,,,,,,
"2101111000	INSTANT COFFEE NESTCAFE TASTERS CHCOICE DECAF HOUSE BLEND 5 PACKE NESTCAFE TASTERS CHOICE 100 COLOMBIAN MEDIUM 16 PACKETS (48G)",,,,,,,,,
"2101111000	INSTANT COFFEE COUNTDOWN COFFEE 140G COUNTDOWN COFFEE 140G",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA LIMITED EDITION ICED DUO-PACK (2 STANGE COFFEE TEA CAPRICCIO",,,,,,,,,
"2101111000	INSTANT COFFEE TUGBOAT DOUBLE MAPLE AND SINGLE ORIGIN COFFEE BLEN TUGBOAT DOUBLE MAPLE AND SINGLE ORIGIN COFFEE BLEND DRINK",,,,,,,,,
"2101111000	INSTANT COFFEE DOLCEGUSTO LAT MACC VANIL 16CAPSULE DOLCEGUSTO CREMA DORO 16CAPSULE",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE COCOFE 10  COFFEE COCOFE 10",,,,,,,,,
"2101111000	INSTANT COFFEE SNACK STARBUCKS COLOMBIA ESPRESSO CAPSULES NESPRE SNACK STARBUCKS COLOMBIA ESPRESSO CAPSULES NESPRESSO COMPATIBLE STARBUCKS",,,,,,,,,
"2101111000	INSTANT COFFEE INSTANT COFFEEWELCOME PACKAGE SIZE 12 INSTANT COFFEENOCE COCCO",,,,,,,,,
"2101111000	INSTANT COFFEE BLUEBOTTLE KIRI COFFEE CANISTER + COFFEE BLUEBOTTLE KIRI COFFEE CANISTER COFFEE",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE 2LB CAFE DON PABLO CHARBEANZ DARK COFFEE USDA ORG MAYORGA ORGANICS CAFE CUBANO DARK ROAST 2 POUND WHOLE BEAN COFFEE DIRECT TRADE 100 USDA OR",,,,,,,,,
"2101111000	INSTANT COFFEE STARBUCKS COFFEE CAPSULE ESPRESSO 10PCS STARBUCKS COFFEE CAPSULE BLONDE ESPRESSO 10PCS",,,,,,,,,
"2101111000	INSTANT COFFEE WACKER S KAFFEE MEISTER MISCHUNG 250G WACKER S KAFFEE ESPRESSO SICILIA 250G",,,,,,,,,
"2101111000	INSTANT COFFEE TEA COFFEE NESPRESSO VERTUO CAPSULE TEA COFFEE NESPRESSO VERTUO CAPSULE",,,,,,,,,
"2101111000	INSTANT COFFEE INSTANT COFFEE ETHIOPIA YIRGACHEFFE COFFE 1X250G GRIND:BEANS",,,,,,,,,
"2101111000	INSTANT COFFEE JACOBS ESPRESSOPORTIONSSTICKS. 25 ST 45G JACOBS LUNGO CLASSICO NR6 10 KAPSELN 52 G",,,,,,,,,
"2101111000	INSTANT COFFEE STARBUCKS OLIGAMI PERSONAL DRIP COFFEE GIFT STARBUCKS OLIGAMI PERSONAL DRIP COFFEE GIFT",,,,,,,,,
"2101111000	OTHER ()LUCAFFE CLASSIC ESE PADS 1 PACK 150 PIECES ()300 LAVAZZA GRAND ESPRESSO PODS ESE 44 MM INTENSO PADS LAVAZZA ESE150",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEETEA ROMA COFFEETEA LIMITED EDITION CAFF VENEZI",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE FREE STANDARD DELIVERY STARBUCKS KENYA ESP COFFEE FREE STANDARD DELIVERYSTARBUCKS COLOMBIA ESPRESSO CAPSULES SIZE 100",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE INTERNATIONAL ROAST INSTANT COFFEE 500G INTERNATIONAL ROAST INSTANT COFFEE 500G",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA ESPRESSO SUPREMO 10 SUPPLY COFFEE TEA ONYX ESPRESSO 12",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE 12OZ COSTA RICA SANTA ROSA SUPPLY 12OZ EVERGREEN COSTA RICA LOSGIRASOLES",,,,,,,,,
"2101111000	INSTANT COFFEE ILLY (COFFEE)ILLY COFFEE GIFT CAPSULES SET3 (BLACK ILLY (COFFEE)ILLY COFFEE GIFT CAPSULES SET3 (BLACK 6)",,,,,,,,,
"2101111000	INSTANT COFFEE INSTANT COFFEE 2142ETHIOPIE GUJI HIGHLAND FORESTMOKA NATURE 250G SAMPLE",,,,,,,,,
"2101111000	INSTANT COFFEE TASTING SAMPLE MEXICO COLOMBIA (FOOD) FREE MELOZIO ODACIO (FOOD)",,,,,,,,,
"2101111000	INSTANT COFFEE GODIVA HAZULNUT CREEM COFFEE GODIVA HAZULNUT CREEM COFFEE",,,,,,,,,
"2101111000	INSTANT COFFEE GOODS STARBUCKS COMPATIBLE ESPRESSO GUATEMALA CAPS GOODS STARBUCKS COMPATIBLE ESPRESSO COLOMBIA CAPSULES",,,,,,,,,
"2101111000	INSTANT COFFEE STARBUCKS MIXED VARIETY PACK ESPRESSO CAPSULES NES STARBUCKS KENYA ESPRESSO CAPSULES NESPRESSO COMPATIBLE (PACK OF 5 TOTAL 50 CAPSULES)",,,,,,,,,
"2101111000	INSTANT COFFEE INSTANT COFFEE ESPRESSO 1",,,,,,,,,
"2101111000	INSTANT COFFEE LOR RISTRETTO CAPSULES 10PCS JACOBS LUNGO CLASSICO 6 10PCS",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA ESPRESSO SUPREMO 10 COFFEE TEA ESPRESSO FORTISSIMO 10",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE STARBUCKS ESPRESSO CAPSULES SAMPLER SIZE COFFEE STARBUCKS ESPRESSO CAPSULES SAMPLER SIZE 20EA COLOR KENYA ESPRESSO CAPSULES",,,,,,,,,
"2101111000	INSTANT COFFEE INDRIYA FROM INDIA ROSABAYA DE COLOMBIA",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA ARPEGGIO (NESPRESSO CAPSULE) COFFEE TEA ARPEGGIO (NESPRESSO CAPSULE)",,,,,,,,,
"2101111000	INSTANT COFFEE CARRARO PURO ARABICA COMP. NESPRESSO 10PCS CARRARO PURO ARABICA COMP. NESPRESSO 10PCS",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA RISTRETTO 11 COFFEE TEA ESPRESSO SATINATO 06",,,,,,,,,
"2101111000	INSTANT COFFEE CAPSULES ESPRESSO CAPSULES KENYA",,,,,,,,,
"2101111000	INSTANT COFFEE FILTER BLUE BOTTLE COFFEE FILTER 90EA G046 COFFEE BLUE BOTTLE COFFEE THREE AFRICAS 200G",,,,,,,,,
"2101111000	INSTANT COFFEE FLAFFE CON SOC COFFEE HONE COFFEE WHOLE BEAN HUONG CHON 250G",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE STARBUCKS K-CUP STARBUCKS K-CUPS HOUSE BLEND",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE STARBUCKS COFFEE STARBUCKS COFFEE BOWHE",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE LATTE MACCHIATO ()NESCAFE DOLCE GUSTO LUNGO DECAFFEINATO KAPSELN 16 ST",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE COFFEE PURELY INSPIRED GREEN COFFEE+100 VEGGIE TABS",,,,,,,,,
"2101111000	INSTANT COFFEE ILLY CAFFE WHOLE BEAN COFFEE MEDIUM ROAST 250G 1 ILLY CAFFE GROUND ESPRESSO COFFEE DARK ROAST 250G 1",,,,,,,,,
"2101111000	INSTANT COFFEE SNACK LAVAZZA ESPRESSO COLOMBIA 10X5 LAVAZZA SNACK LAVAZZA ESPRESSO COLOMBIA 10X5 LAVAZZA",,,,,,,,,
"2101111000	INSTANT COFFEE ILLY (COFFEE) ILLY CAPSULE 105 (DARK 75 MIDUM 30) ILLY (COFFEE) ILLY CAPSULE 105 (DARK 75 MIDUM 30)",,,,,,,,,
"2101111000	INSTANT COFFEE 09 COFFEE COFFEE KENYA 09 COFFEE COFFEE KENYA",,,,,,,,,
"2101111000	OTHER ()SELECTION INTENSE ()ARPEGGIO . COFFEE",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE CHOICE COFFEE TASTE CHOICE COFFEE",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE COFFEE CAPSULES ()COFFEE CAPSULES RISTRETTO",,,,,,,,,
"2101111000	INSTANT COFFEE SNACK LAVAZZA ESPRESSO ARMONICO 100 COUNT NESPRES SNACK LAVAZZA ESPRESSO ARMONICO 100 COUNT NESPRESSO CAPSULES LAVAZZA",,,,,,,,,
"2101111000	INSTANT COFFEE MOCCANO COFFEE 200G MOCCANO COFFEE 200G",,,,,,,,,
"2101111000	COFFEE ESPRESSO ONYX 12 ESPRESSOORJAUNE09",,,,,,,,,
"2101111000	INSTANT COFFEE TWO VOLCANOES COFFEE GUATEMALAN USDA GOURMENT ORGANIC COFFEE BEANS",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE ETHIOPIA YIRGACHEFFE YIRG Z COFFEE ETHIOPIA YIRGACHEFFE YIRG Z",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA 4 X STARBUCKS GUATEMALA ESPRESSO CAPSUL COFFEE TEA 4 X STARBUCKS GUATEMALA ESPRESSO CAPSULES NESPRESSO COMPATIBLE (PACK OF 12 TOTA L",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE NESCAFE DOLCE ()NESCAFE DOLCE GUSTO MACARONGREEN TEA 16ST",,,,,,,,,
"2101111000	INSTANT COFFEE ILLY ETHIOPIA 6961 ILLY DECAFFEINATED 7954",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA ESPRESSO DELIZIOSO 05 COFFEE TEA ESPRESSO-FORTISSIMO 10",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE LIVANTO ()NESPRESSO COFFEE 50 CAPSULELIVANTO - ORIGINAL",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE INSTANT COFFE INSTANT COFFEE 216G",,,,,,,,,
"2101111000	INSTANT COFFEE (TEA AND BEVERAGE)NESPRESSO COFFEE CAPSULES (TEA AND BEVERAGE)NESPRESSO COFFEE CAPSULES",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE STARBUCKS COLOMBIA ESPRESSO CAPSULES NESPR COFFEE L OR ESPRESSO SUPREMOALUMINIUM COFFEE CAPSULES INTENSITY 10 PACK OF 10 100 CA",,,,,,,,,
"2101111000	INSTANT COFFEE SNACK CHOCOLATE MACADAMIA NUT COFFEE LION SNACK TOASTED COCONUT SINGLE SERVE COFFEE PODS LION",,,,,,,,,
"2101111000	INSTANT COFFEE INSTANT COFFEE GRANDOS COLOMBIA",,,,,,,,,
"2101111000	COFFEE COFFEE FORTADO COFFEE CAPSULE 1 SLEEVE VOLTESSO COFFEE CAPSULE 1 SLEEVE",,,,,,,,,
"2101111000	INSTANT COFFEE ETC GOODS OF STARBUCKS FAIRTRADE ESPRESSO ROAST C ETC GOODS OF STARBUCKS COLOMBIA ESPRESSO CAPSULES NESPRESSO STARBUCKS",,,,,,,,,
"2101111000	INSTANT COFFEE EQUAL EXCHANGE ORGANIC COFFEE AFRICAN ROOTS PACKAG STARBUCKS ESPRESSO ROAST DARKWHOLE BEAN 100 ARABICA COFFEE(340 G)",,,,,,,,,
"2101111000	INSTANT COFFEE COFFE(100PACK) SUPPLY COFFE(100PACK) SUPPLY",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEEVANILLA SIZE 10 COLOR NO COLOR COFFEESINGLE ORIGIN GUATEMALA SIZE 10 COLOR NO COLOR",,,,,,,,,
"2101111000	INSTANT COFFEE WACKERS KAFFEE WIENER MISCHUNG 250G WACKERS KAFFEE VALRHONA KAKAO 200G",,,,,,,,,
"2101111000	INSTANT COFFEE AGF BULLEN D PORTION TEA MATCHA 7PCS AGF BULLEN D PORTION TEA MATCHA 7PCS",,,,,,,,,
"2101111000	INSTANT COFFEE STARBUCKS KENYA CAPSULES STARBUCKSGUATEMALA CAPSULES",,,,,,,,,
"2101111000	INSTANT COFFEE VIA ANNIVERSARY BLEND 12CT CAP HANDLING",,,,,,,,,
"2101111000	OTHER ()JACOBS ESPRESSO 10 INTENSO 10 KAPSELN ()DALLMAYR CAPSA LUNGO AZZUROKAPSELN 56G 10ST",,,,,,,,,
"2101111000	INSTANT COFFEE INSTANT COFFEE BLUE BOTTLE COFFEE COFFEE CARAFE",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA STARBUCKS COLOMBIA ESPRESSO CAPSULES (P COFFEE TEA 2 OF STARBUCKS FAIRTRADE ESPRESSO ROAST CAPSULESTOTAL 120 CAPSULES)",,,,,,,,,
"2101111000	INSTANT COFFEE ETC GOODS COLOMBIA ESPRESSO CAPSULES STARBUCKS ETC GOODS GUATEMALA ANTIGUA ESPRESSO CAPSULES STARBUCKS",,,,,,,,,
"2101111000	INSTANT COFFEE STARBUCKS GUATEMALA ESPRESSO CAPSULES -4 STARBUCKS GUATEMALA ESPRESSO CAPSULES -4",,,,,,,,,
"2101111000	INSTANT COFFEE INSTANT COFFEE FOOD", NONPERISHABLE - INSTANTCOFFEE,,,,,,,,
"2101111000	INSTANT COFFEE SNACK EL GALLO ORGANIC INTELLIGENTSIA SNACK FREQUENCY BLEND INTELLIGENTSIA",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE CHOICE COFFEE NESCAFE TASTER`S CHOICE COFFEE (397G)",,,,,,,,,
"2101111000	INSTANT COFFEE TREADER JOES COOKIE SUPPLY TREADER JOES COOKIE SUPPLY",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE COFFEE SET OF 3 GREGORYS COFFEE SET OF 3 (CELINGA FOGE LAMURALLA LUZMILDA)",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE FOOD CBTL ITALIAN ESPRESSO CAPSULE FOOD CBTL PREMIUM DECAF ESPRESSO CAPSULE",,,,,,,,,
"2101111000	INSTANT COFFEE STARBUCKS COFFEE CAPSULE 70 ILLY COFFEE CAPSULE 130",,,,,,,,,
"2101111000	INSTANT COFFEE SNACK STARBUCKS VARIETY PACK ESPRESSO CAPSULES NES SNACK STARBUCKS VARIETY PACK ESPRESSO CAPSULES NESPRESSO COMPATIBLE TOTAL 80 CAPSULES",,,,,,,,,
"2101111000	INSTANT COFFEE TEA COFFEE INDONESIA BIES PENANTAN TEA COFFEE INDONESIA BIES PENANTAN",,,,,,,,,
"2101111000	INSTANT COFFEE INTERNATIONAL ROAST COFFEE 1000EA 1000 1 1 INTERNATIONAL ROAST COFFEE 1000EA 1000 1 1",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE COFFEE ()ENVIVO LUNGO NESPRESSO",,,,,,,,,
"2101111000	INSTANT COFFEE SNACK 70 COUNT KENYA ESPRESSO CAPSULE STARBUCKS SNACK 70 COUNT BLONDE ESPRESSO ROAST ESPRESSO CAPSULE STARBUCKS",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEETEACAPSA COFFEE CAPSULE ESPRESSO ARTIGIANO P COFFEETEACAPSA COFFEE CAPSULEESPRESSO ARTIGIANO PURPLE",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE K-CUP STARBUCKS CAPSULE VERANDA BLEND 10CAP K-CUP STARBUCKS CAPSULE CINAMONDOLCE 10CAP",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA ESPRESSO DECAFFEINATO COFFEE TEA LUNGO DECAFFEINATO",,,,,,,,,
"2101111000	INSTANT COFFEE DALLMEYER CAPSA DALLMEYER CAPSA",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE NESCAFE TASTERS CHOICE PEETS COFFEE STAINLESS MUG CUP",,,,,,,,,
"2101111000	INSTANT COFFEE CAFECITO DE CUBA TEA COFFEE CAFECITO DE CUBA TEA COFFEE",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE BIG BANG WHOLE BEAN BIG BANG WHOLE BEAN",,,,,,,,,
"2101111000	INSTANT COFFEE SNACK 50 COUNT DECAF FAIRTRADE ESP CAPSULES S SNACK 100 COUNT KENYA ESPRESSO CAPSULES STARBUCKS",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE COFFEE 200G ROBERT HARRIS COFFEE 200G",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE COFFEE CAPSULES ()COFFEE CAPSULES BARISTA TRIO PACK",,,,,,,,,
"2101111000	INSTANT COFFEE COOKIES ZAVIDA ZABIDA HAZELNUT VANILLA HALL BEAN C COOKIES ZAVIDA ZABIDA HAZELNUT VANILLA HALL BEAN COFFEE BEANS 907G FLAVORED COFFEE",,,,,,,,,
"2101111000	EXTRACTS ESSENCES AND CONCENTRATES OF COFFEE COFFEE COFFEES AGF DRIPBAG COFFEE 56BOX",,,,,,,,,
"2101111000	INSTANT COFFEE INSTANT COFFEE ETHIOPIA HAMBELA",,,,,,,,,
"2101111000	INSTANT COFFEE COFFEE TEA LUNGO ESTREMO COFFEE ESPRESSO PAPOUASIE NOUVELLE GUINNEE",,,,,,,,,
